Order ID,Date,Product,Category,Region,Quantity,Unit Price,Sales,Profit
ORD-0011,2025-03-19,Shoes,Clothing,Central,1,2504.93,2504.93,239.28
ORD-0019,2025-03-19,Desk,Furniture,East,1,11945.87,11945.87,2363.19
ORD-0274,2025-03-19,Marker,Office Supplies,West,7,102.86,720.04,53.61
ORD-0039,2025-03-21,Office Chair,Furniture,South,1,7083.75,7083.75,1595.78
ORD-0071,2025-03-22,Stapler,Office Supplies,Central,1,167.22,167.22,29.2
ORD-0298,2025-03-22,Office Chair,Furniture,North,10,7215.17,72151.66,18596.48
ORD-0092,2025-03-23,Tablet,Electronics,West,8,17489.26,139914.12,31541.76
ORD-0183,2025-03-23,Office Chair,Furniture,South,4,6904.57,27618.29,4699.82
ORD-0218,2025-03-26,Smartphone,Electronics,East,7,19696.34,137874.36,15119.83
ORD-0242,2025-03-27,Smartwatch,Electronics,Central,5,6364.48,31822.39,6955.06
ORD-0126,2025-03-28,Laptop,Electronics,South,2,51366.81,102733.61,15440.18
ORD-0100,2025-03-29,Shoes,Clothing,East,6,2055.95,12335.71,1617.81
ORD-0157,2025-03-29,Laptop,Electronics,North,7,54843.41,383903.86,92506.52
ORD-0293,2025-03-30,Headphones,Electronics,South,6,2169.46,13016.75,2480.56
ORD-0191,2025-03-31,Office Chair,Furniture,East,5,5977.98,29889.89,2623.24
ORD-0009,2025-04-03,Office Chair,Furniture,East,10,6110.49,61104.86,10939.19
ORD-0283,2025-04-03,Printer Paper,Office Supplies,Central,10,356.77,3567.65,343.74
ORD-0044,2025-04-04,Smartphone,Electronics,South,3,19634.29,58902.87,12005.6
ORD-0160,2025-04-04,Office Chair,Furniture,East,7,7355.17,51486.19,5730.2
ORD-0173,2025-04-04,Jeans,Clothing,North,5,1264.68,6323.42,1638.29
ORD-0241,2025-04-06,Jacket,Clothing,Central,3,2281.41,6844.22,1098.48
ORD-0145,2025-04-08,Office Chair,Furniture,Central,6,6524.7,39148.23,4523.65
ORD-0216,2025-04-09,Printer Paper,Office Supplies,North,10,313.73,3137.32,194.01
ORD-0131,2025-04-10,Smartwatch,Electronics,Central,6,6712.25,40273.48,5919.97
ORD-0295,2025-04-12,Marker,Office Supplies,West,10,88.41,884.15,116.14
ORD-0200,2025-04-13,Tablet,Electronics,South,2,16631.52,33263.04,4012.59
ORD-0279,2025-04-13,Bookshelf,Furniture,North,10,7371.78,73717.8,11728.44
ORD-0253,2025-04-15,T-Shirt,Clothing,North,6,544.62,3267.69,727.51
ORD-0064,2025-04-16,Stapler,Office Supplies,South,9,189.3,1703.67,132.67
ORD-0220,2025-04-16,Shoes,Clothing,West,1,1878.33,1878.33,471.21
ORD-0172,2025-04-17,Marker,Office Supplies,North,9,82.91,746.19,68.74
ORD-0229,2025-04-18,Sofa,Furniture,Central,9,30206.69,271860.24,28403.67
ORD-0041,2025-04-19,Marker,Office Supplies,Central,4,97.12,388.48,33.27
ORD-0265,2025-04-22,Smartphone,Electronics,North,8,18817.33,150538.63,33701.11
ORD-0103,2025-04-23,Jacket,Clothing,North,8,2445.57,19564.54,3708.6
ORD-0068,2025-04-28,Pen Set,Office Supplies,South,3,194.28,582.85,51.67
ORD-0223,2025-04-28,Desk,Furniture,South,2,11834.05,23668.1,3375.14
ORD-0120,2025-04-29,Jeans,Clothing,Central,5,1293.77,6468.85,899.08
ORD-0144,2025-04-29,Jacket,Clothing,South,1,2782.66,2782.66,352.23
ORD-0215,2025-04-29,Bookshelf,Furniture,Central,8,8863.89,70911.1,15551.71
ORD-0112,2025-04-30,Headphones,Electronics,West,3,2594.85,7784.56,1445.21
ORD-0165,2025-05-01,Cap,Clothing,West,8,385.34,3082.7,746.34
ORD-0194,2025-05-01,Desk,Furniture,Central,6,10890.97,65345.84,10307.75
ORD-0187,2025-05-02,Office Chair,Furniture,North,2,5549.08,11098.17,2110.7
ORD-0031,2025-05-03,Jeans,Clothing,South,4,1206.35,4825.4,729.18
ORD-0195,2025-05-03,Cap,Clothing,South,8,347.07,2776.6,516.79
ORD-0003,2025-05-04,Smartwatch,Electronics,North,7,6074.13,42518.92,8210.01
ORD-0049,2025-05-07,Marker,Office Supplies,South,4,99.18,396.72,23.49
ORD-0245,2025-05-07,Jeans,Clothing,North,9,1235.86,11122.71,2523.94
ORD-0097,2025-05-08,Stapler,Office Supplies,West,9,170.04,1530.38,226.87
ORD-0186,2025-05-08,Office Chair,Furniture,North,1,5644.98,5644.98,480.08
ORD-0065,2025-05-09,Laptop,Electronics,North,1,58845.83,58845.83,11193.06
ORD-0178,2025-05-10,Marker,Office Supplies,North,6,96.29,577.75,83.54
ORD-0280,2025-05-11,Tablet,Electronics,East,8,18219.03,145752.27,27289.25
ORD-0291,2025-05-12,Marker,Office Supplies,Central,4,93.8,375.19,65.25
ORD-0141,2025-05-14,Sofa,Furniture,East,4,25360.19,101440.74,12893.2
ORD-0146,2025-05-14,Laptop,Electronics,South,10,58460.15,584601.51,87655.11
ORD-0063,2025-05-15,Smartphone,Electronics,Central,4,24852.83,99411.32,20452.31
ORD-0090,2025-05-15,Pen Set,Office Supplies,South,10,219.21,2192.13,243.82
ORD-0027,2025-05-16,Jeans,Clothing,Central,9,1028.31,9254.83,2500.63
ORD-0082,2025-05-16,Desk,Furniture,West,4,12863.38,51453.53,14157.29
ORD-0174,2025-05-16,Smartwatch,Electronics,West,1,7286.27,7286.27,1107.19
ORD-0176,2025-05-16,Jacket,Clothing,South,10,2234.65,22346.47,3266.29
ORD-0193,2025-05-16,Pen Set,Office Supplies,East,2,222.8,445.61,18.77
ORD-0089,2025-05-18,Jeans,Clothing,Central,4,1046.86,4187.44,410.62
ORD-0057,2025-05-20,Smartphone,Electronics,East,5,23688.13,118440.63,28894.24
ORD-0018,2025-05-23,Jacket,Clothing,North,7,2843.3,19903.09,2193.01
ORD-0059,2025-05-23,Smartphone,Electronics,South,7,24608.88,172262.18,23046.04
ORD-0115,2025-05-23,Pen Set,Office Supplies,South,8,201.58,1612.61,188.0
ORD-0273,2025-05-24,Smartwatch,Electronics,South,10,6647.28,66472.84,13371.98
ORD-0020,2025-05-25,Smartphone,Electronics,East,7,22228.3,155598.1,31424.98
ORD-0277,2025-05-28,Bed,Furniture,Central,3,29828.95,89486.84,22392.87
ORD-0202,2025-05-31,Printer Paper,Office Supplies,East,7,324.92,2274.45,202.71
ORD-0219,2025-06-02,Jacket,Clothing,East,4,2206.96,8827.84,2315.37
ORD-0158,2025-06-04,Office Chair,Furniture,West,8,6138.33,49106.61,9896.4
ORD-0135,2025-06-05,Bed,Furniture,East,4,30346.88,121387.51,17468.85
ORD-0149,2025-06-09,Smartphone,Electronics,South,1,23948.86,23948.86,4540.92
ORD-0152,2025-06-09,Stapler,Office Supplies,East,7,153.98,1077.88,158.81
ORD-0246,2025-06-14,Cap,Clothing,East,8,367.36,2938.85,729.17
ORD-0276,2025-06-14,Printer Paper,Office Supplies,South,7,314.01,2198.1,371.22
ORD-0282,2025-06-14,Cap,Clothing,South,10,318.7,3186.96,390.53
ORD-0001,2025-06-15,Sofa,Furniture,East,1,24408.46,24408.46,4568.69
ORD-0072,2025-06-15,Office Chair,Furniture,East,5,5949.84,29749.19,3468.5
ORD-0129,2025-06-15,Stapler,Office Supplies,West,1,187.11,187.11,13.98
ORD-0296,2025-06-15,Printer Paper,Office Supplies,North,7,310.54,2173.75,233.43
ORD-0300,2025-06-15,Sofa,Furniture,North,2,29076.74,58153.48,6312.77
ORD-0217,2025-06-17,Pen Set,Office Supplies,South,4,189.68,758.74,50.45
ORD-0034,2025-06-22,Sofa,Furniture,South,10,32076.09,320760.92,64810.52
ORD-0054,2025-06-23,Jeans,Clothing,South,6,1134.67,6808.02,1527.93
ORD-0055,2025-06-23,Shoes,Clothing,East,1,2123.67,2123.67,389.67
ORD-0250,2025-06-24,Cap,Clothing,West,9,378.41,3405.69,415.99
ORD-0251,2025-06-25,Jacket,Clothing,East,9,2164.54,19480.86,2685.04
ORD-0093,2025-06-26,Jacket,Clothing,East,2,2755.17,5510.35,442.75
ORD-0234,2025-06-30,Shoes,Clothing,West,5,2371.53,11857.63,2489.17
ORD-0015,2025-07-01,Bed,Furniture,East,2,31939.45,63878.91,7898.09
ORD-0235,2025-07-01,Bookshelf,Furniture,North,7,8978.0,62846.01,17381.84
ORD-0230,2025-07-02,Headphones,Electronics,South,5,2411.38,12056.89,1112.86
ORD-0028,2025-07-05,Bed,Furniture,South,1,34478.17,34478.17,4813.77
ORD-0147,2025-07-08,Pen Set,Office Supplies,Central,1,182.24,182.24,13.79
ORD-0259,2025-07-08,Bookshelf,Furniture,North,9,9035.84,81322.55,20533.14
ORD-0079,2025-07-12,Cap,Clothing,North,1,363.42,363.42,74.59
ORD-0106,2025-07-12,Printer Paper,Office Supplies,East,1,349.81,349.81,42.12
ORD-0073,2025-07-15,Tablet,Electronics,Central,5,18014.93,90074.63,10826.61
ORD-0083,2025-07-15,Tablet,Electronics,North,5,19441.64,97208.19,19771.64
ORD-0134,2025-07-17,Stapler,Office Supplies,South,8,160.17,1281.33,140.33
ORD-0238,2025-07-17,Laptop,Electronics,North,10,61695.8,616957.98,146100.39
ORD-0114,2025-07-18,Pen Set,Office Supplies,West,10,170.07,1700.69,196.0
ORD-0226,2025-07-19,T-Shirt,Clothing,North,1,555.22,555.22,68.61
ORD-0050,2025-07-20,Jacket,Clothing,North,2,2628.37,5256.73,870.87
ORD-0292,2025-07-21,Sofa,Furniture,North,3,26915.65,80746.96,10256.94
ORD-0094,2025-07-23,Smartphone,Electronics,East,1,24650.34,24650.34,3400.92
ORD-0151,2025-07-23,Stapler,Office Supplies,South,5,189.06,945.31,93.11
ORD-0058,2025-07-27,Bed,Furniture,South,9,32677.71,294099.4,64726.42
ORD-0101,2025-07-27,Bookshelf,Furniture,North,8,8646.17,69169.36,10989.18
ORD-0222,2025-07-27,Smartphone,Electronics,West,7,23327.67,163293.68,32248.11
ORD-0150,2025-07-28,Tablet,Electronics,North,9,16134.58,145211.24,27125.38
ORD-0116,2025-07-30,Notebook,Office Supplies,West,1,108.99,108.99,17.86
ORD-0042,2025-08-03,Office Chair,Furniture,Central,6,7275.52,43653.14,9276.07
ORD-0224,2025-08-03,Sofa,Furniture,West,3,25900.51,77701.54,12798.68
ORD-0231,2025-08-03,Jacket,Clothing,West,10,2323.87,23238.68,2902.17
ORD-0043,2025-08-04,Bed,Furniture,West,3,32225.66,96676.99,8095.83
ORD-0260,2025-08-04,Headphones,Electronics,South,1,2448.01,2448.01,510.05
ORD-0154,2025-08-05,Laptop,Electronics,North,7,56283.63,393985.4,60258.26
ORD-0211,2025-08-05,Headphones,Electronics,Central,4,2352.36,9409.42,1558.31
ORD-0008,2025-08-07,Stapler,Office Supplies,North,10,202.87,2028.66,183.84
ORD-0247,2025-08-07,T-Shirt,Clothing,South,3,624.67,1874.0,388.34
ORD-0108,2025-08-10,Notebook,Office Supplies,West,3,103.16,309.48,43.12
ORD-0297,2025-08-14,Desk,Furniture,South,1,11884.43,11884.43,3119.87
ORD-0177,2025-08-15,Desk,Furniture,Central,10,12876.94,128769.41,11545.25
ORD-0033,2025-08-17,Printer Paper,Office Supplies,North,2,320.65,641.3,46.02
ORD-0164,2025-08-17,Jeans,Clothing,West,1,1021.26,1021.26,283.12
ORD-0299,2025-08-17,Tablet,Electronics,East,1,18693.2,18693.2,3186.57
ORD-0010,2025-08-18,Marker,Office Supplies,East,2,79.69,159.38,15.7
ORD-0017,2025-08-18,Cap,Clothing,Central,5,390.26,1951.28,475.83
ORD-0099,2025-08-19,Bookshelf,Furniture,North,8,7349.89,58799.13,15602.67
ORD-0266,2025-08-19,Office Chair,Furniture,North,6,7034.35,42206.07,9399.73
ORD-0047,2025-08-20,Laptop,Electronics,Central,8,52122.63,416981.0,114533.03
ORD-0037,2025-08-26,T-Shirt,Clothing,North,3,540.6,1621.8,170.95
ORD-0026,2025-08-27,Shoes,Clothing,East,5,1926.68,9633.42,967.56
ORD-0087,2025-08-27,Smartwatch,Electronics,West,4,6604.52,26418.07,2567.07
ORD-0110,2025-08-28,Jeans,Clothing,South,2,1100.57,2201.14,243.04
ORD-0125,2025-08-28,Headphones,Electronics,West,7,2754.35,19280.42,5340.61
ORD-0244,2025-08-31,Cap,Clothing,West,1,348.36,348.36,90.95
ORD-0263,2025-09-01,Cap,Clothing,North,2,306.21,612.41,106.83
ORD-0036,2025-09-02,Sofa,Furniture,West,6,24528.7,147172.19,39623.62
ORD-0272,2025-09-02,Shoes,Clothing,East,5,2387.85,11939.26,2308.61
ORD-0035,2025-09-03,Notebook,Office Supplies,North,2,134.75,269.5,40.3
ORD-0022,2025-09-04,T-Shirt,Clothing,North,4,522.12,2088.49,254.28
ORD-0236,2025-09-04,Headphones,Electronics,West,6,2308.73,13852.35,1944.37
ORD-0237,2025-09-06,Cap,Clothing,East,2,366.72,733.45,111.84
ORD-0053,2025-09-07,Desk,Furniture,West,3,12742.76,38228.29,10658.6
ORD-0290,2025-09-07,Smartwatch,Electronics,South,7,7886.52,55205.67,12215.65
ORD-0080,2025-09-08,Notebook,Office Supplies,Central,8,130.72,1045.74,151.38
ORD-0210,2025-09-09,Headphones,Electronics,South,6,2196.36,13178.17,3501.45
ORD-0252,2025-09-10,Jacket,Clothing,East,9,2863.22,25768.94,6560.59
ORD-0121,2025-09-11,Desk,Furniture,Central,8,11701.3,93610.44,19944.53
ORD-0208,2025-09-11,Marker,Office Supplies,North,5,92.11,460.53,28.67
ORD-0261,2025-09-12,Laptop,Electronics,West,7,56242.8,393699.61,103828.8
ORD-0212,2025-09-14,Sofa,Furniture,Central,4,31728.93,126915.71,13373.88
ORD-0119,2025-09-16,Smartphone,Electronics,North,8,25101.07,200808.54,28583.72
ORD-0167,2025-09-16,Laptop,Electronics,Central,3,48106.98,144320.93,32716.98
ORD-0070,2025-09-17,Marker,Office Supplies,North,4,95.2,380.81,17.64
ORD-0048,2025-09-20,Bookshelf,Furniture,Central,8,8520.8,68166.39,16460.3
ORD-0056,2025-09-20,Laptop,Electronics,East,4,62782.98,251131.93,25353.25
ORD-0228,2025-09-20,Headphones,Electronics,West,9,2382.14,21439.25,4897.2
ORD-0066,2025-09-21,Jeans,Clothing,West,8,1058.26,8466.09,2063.9
ORD-0227,2025-09-23,Notebook,Office Supplies,West,10,118.44,1184.44,81.37
ORD-0040,2025-09-27,Sofa,Furniture,East,4,30739.7,122958.82,15026.61
ORD-0143,2025-09-27,Office Chair,Furniture,West,8,7457.36,59658.91,5993.72
ORD-0232,2025-09-27,Sofa,Furniture,South,8,25580.91,204647.26,21663.93
ORD-0239,2025-09-29,Marker,Office Supplies,South,1,94.25,94.25,6.54
ORD-0030,2025-09-30,Pen Set,Office Supplies,North,10,218.69,2186.91,389.03
ORD-0081,2025-10-02,Smartwatch,Electronics,South,2,7516.03,15032.06,2627.18
ORD-0140,2025-10-03,Headphones,Electronics,East,5,2334.55,11672.74,1558.7
ORD-0190,2025-10-03,Tablet,Electronics,West,7,19324.01,135268.09,23408.56
ORD-0007,2025-10-08,Smartwatch,Electronics,Central,1,7249.92,7249.92,1299.79
ORD-0045,2025-10-12,Headphones,Electronics,South,9,2523.04,22707.4,4007.8
ORD-0175,2025-10-12,Headphones,Electronics,East,9,2597.33,23375.99,3713.31
ORD-0005,2025-10-13,Bookshelf,Furniture,East,7,7592.85,53149.95,5504.13
ORD-0006,2025-10-14,Office Chair,Furniture,South,10,6638.85,66388.49,7805.57
ORD-0046,2025-10-14,Smartphone,Electronics,Central,4,20527.65,82110.61,19251.01
ORD-0127,2025-10-15,Sofa,Furniture,West,6,30257.35,181544.1,25732.03
ORD-0085,2025-10-18,Office Chair,Furniture,South,8,5643.29,45146.31,6038.52
ORD-0181,2025-10-18,Printer Paper,Office Supplies,West,2,352.42,704.85,80.9
ORD-0105,2025-10-19,Office Chair,Furniture,North,7,6271.53,43900.74,10060.65
ORD-0012,2025-10-21,Printer Paper,Office Supplies,West,6,359.91,2159.45,261.69
ORD-0255,2025-10-21,Tablet,Electronics,West,5,15885.9,79429.51,7091.41
ORD-0206,2025-10-22,Pen Set,Office Supplies,South,7,170.08,1190.55,81.3
ORD-0142,2025-10-24,Bookshelf,Furniture,Central,2,8234.98,16469.95,4586.71
ORD-0002,2025-10-26,Smartwatch,Electronics,South,4,6028.74,24114.96,4020.67
ORD-0182,2025-10-26,Marker,Office Supplies,West,3,82.01,246.04,31.33
ORD-0109,2025-10-28,T-Shirt,Clothing,Central,2,580.47,1160.95,308.08
ORD-0254,2025-10-28,Laptop,Electronics,Central,7,58674.16,410719.14,105604.22
ORD-0287,2025-10-28,Bookshelf,Furniture,Central,5,8311.17,41555.86,11190.99
ORD-0038,2025-10-30,Jeans,Clothing,East,10,1317.54,13175.44,3637.23
ORD-0136,2025-11-02,Smartwatch,Electronics,West,4,6772.54,27090.16,3033.76
ORD-0256,2025-11-08,Smartwatch,Electronics,Central,9,7234.65,65111.89,13239.84
ORD-0270,2025-11-08,Headphones,Electronics,West,6,2836.57,17019.42,3838.79
ORD-0288,2025-11-08,Bookshelf,Furniture,West,1,8089.05,8089.05,2256.22
ORD-0189,2025-11-10,Bed,Furniture,West,5,27812.17,139060.83,28534.28
ORD-0171,2025-11-11,Stapler,Office Supplies,West,3,166.72,500.17,87.53
ORD-0062,2025-11-15,Office Chair,Furniture,North,9,6908.6,62177.37,16640.23
ORD-0197,2025-11-15,Smartwatch,Electronics,South,3,6253.65,18760.95,1601.82
ORD-0198,2025-11-15,Bookshelf,Furniture,North,3,9011.89,27035.66,2329.77
ORD-0264,2025-11-17,Tablet,Electronics,South,1,15350.37,15350.37,3283.03
ORD-0004,2025-11-19,Smartwatch,Electronics,South,10,6783.03,67830.29,18670.36
ORD-0060,2025-11-21,Headphones,Electronics,East,2,2581.13,5162.27,642.61
ORD-0133,2025-11-21,Laptop,Electronics,West,4,48519.81,194079.25,43301.84
ORD-0233,2025-11-21,Sofa,Furniture,North,9,29853.92,268685.28,65271.14
ORD-0184,2025-11-23,Bookshelf,Furniture,South,7,9294.5,65061.53,17789.58
ORD-0102,2025-11-26,Office Chair,Furniture,Central,4,6501.18,26004.72,6302.64
ORD-0153,2025-11-26,Sofa,Furniture,North,7,25510.8,178575.63,14495.93
ORD-0185,2025-11-27,Marker,Office Supplies,West,10,88.48,884.81,151.48
ORD-0014,2025-11-28,Jacket,Clothing,West,7,2790.28,19531.96,2918.1
ORD-0163,2025-11-29,Jacket,Clothing,East,10,2311.94,23119.44,3649.23
ORD-0148,2025-11-30,Office Chair,Furniture,Central,6,6322.54,37935.24,5855.75
ORD-0240,2025-12-02,Printer Paper,Office Supplies,North,10,308.16,3081.59,184.84
ORD-0067,2025-12-03,Cap,Clothing,North,7,399.38,2795.68,395.75
ORD-0076,2025-12-03,Jacket,Clothing,North,8,2237.1,17896.78,4023.75
ORD-0214,2025-12-05,Pen Set,Office Supplies,Central,8,196.33,1570.62,232.89
ORD-0162,2025-12-08,Notebook,Office Supplies,East,7,123.58,865.08,101.22
ORD-0051,2025-12-09,Notebook,Office Supplies,East,3,135.82,407.47,53.01
ORD-0271,2025-12-13,Desk,Furniture,West,2,11507.76,23015.51,4809.73
ORD-0257,2025-12-15,Smartphone,Electronics,North,1,23102.21,23102.21,3963.78
ORD-0275,2025-12-17,Cap,Clothing,South,4,382.29,1529.14,208.98
ORD-0278,2025-12-17,Jacket,Clothing,West,9,2188.8,19699.18,3757.32
ORD-0170,2025-12-18,Office Chair,Furniture,East,6,6715.37,40292.2,5255.88
ORD-0213,2025-12-19,Headphones,Electronics,West,10,2370.0,23699.95,2632.24
ORD-0086,2025-12-21,Sofa,Furniture,West,5,29754.52,148772.58,20398.02
ORD-0199,2025-12-21,Laptop,Electronics,East,1,47835.13,47835.13,9475.88
ORD-0192,2025-12-22,Notebook,Office Supplies,Central,5,124.89,624.46,84.36
ORD-0221,2025-12-22,Bed,Furniture,Central,5,31647.48,158237.4,17147.0
ORD-0029,2025-12-23,Marker,Office Supplies,North,6,101.02,606.14,54.43
ORD-0118,2025-12-23,Stapler,Office Supplies,East,6,189.86,1139.15,77.16
ORD-0113,2025-12-24,Laptop,Electronics,North,2,51705.76,103411.53,27787.51
ORD-0111,2025-12-25,T-Shirt,Clothing,North,9,649.84,5848.52,469.48
ORD-0209,2025-12-25,Sofa,Furniture,South,3,24723.36,74170.07,15375.93
ORD-0091,2025-12-27,Pen Set,Office Supplies,South,8,223.86,1790.9,193.52
ORD-0205,2025-12-27,Smartwatch,Electronics,South,10,6404.81,64048.06,16168.8
ORD-0139,2025-12-30,Jeans,Clothing,North,4,1067.86,4271.42,735.47
